TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2022-11-01 15:43:01.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-9E89
2022-11-01 15:43:01.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-01 15:43:02.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-01 15:43:02.335,0.977043006568683,1.325585752503377,0,1.007825981858182,0.9480888191930218,1.45875670933298,0,1.306648961717871,0.6796382530622825,1.03040366433885,0,1.234215600827558,0.673791558290275,0.6223528242655698,0,0.9435220821303795,0.3567974944747246,0.2820375753035602,0,0.3815415894740412,800.2197802197802,757.9120879120879,811.5018315018315,792.5641025641025,1241.428571428572,0.475830,-0.072571,0.890747,2.990723,-4.478607,0.979462,1,2,1,2,2,60.000000
2022-11-01 15:43:03.338,0.977043006568683,0.7078109687163947,0,1.007825981858182,0.9480888191930218,0.8738931838357439,0,1.306648961717871,0.6796382530622825,0.7019033625610378,0,1.234215600827558,0.673791558290275,0.1834906235881227,0,0.9435220821303795,0.3567974944747246,-0.1347233558885086,0,0.3815415894740412,805.8608058608058,739.7802197802198,981.941391941392,817.1428571428571,1160.842490842491,0.482971,-0.045349,0.891724,5.129089,-5.398254,-0.770111,1,2,1,2,2,60.000000
2022-11-01 15:43:04.335,0.977043006568683,0.7515177535967615,0,1.276577335826171,0.9480888191930218,0.8175838941103905,0,1.051054605984389,0.6796382530622825,0.7369937557241489,0,0.7310970614809366,0.673791558290275,0.2833720539306323,0,0.9712457920853247,0.3567974944747246,-0.01461826525802372,0,0.5170501399468324,812.3076923076924,830.0366300366301,912.2344322344322,795.3846153846154,1201.941391941392,0.504700,-0.050415,0.876282,5.368347,-2.564545,0.613098,1,1,1,2,1,60.000000
2022-11-01 15:43:05.337,0.6055423790198121,0.7089442376391902,0,1.069557802167444,0.5262423200734762,0.7555606353395506,0,0.8566180354863004,0.6354924119032154,0.7279281996165636,0,0.7684799509035803,0.5407635909642095,0.3715781721015388,0,0.80787258237072,0.2739847665999596,0.1281690046614588,0,0.3614771776234957,794.1758241758242,773.6263736263736,940.0366300366301,805.0549450549451,1236.190476190476,0.477966,-0.064575,0.889160,1.816864,-1.495361,3.917847,1,1,1,2,1,60.000000
2022-11-01 15:43:05.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-01 15:43:06.335,0.599301128713035,0.9815971460993254,0,0.6598220354515459,0.3870269116792834,0.7646479051722083,0,0.4953869755124873,0.5255234409184725,0.4630140739079029,0,0.44713756445739,0.4735345993769937,0.3856225750913619,0,0.5429040037358445,0.3057400070054201,-0.005371382870665567,0,0.1167570733553808,753.4798534798535,759.1208791208792,837.6923076923077,732.5274725274726,1016.996336996337,0.491150,-0.038208,0.892822,3.072968,-4.456177,1.016846,1,1,1,2,1,60.000000
2022-11-01 15:43:06.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-01 15:43:07.335,0.5575758095714117,0.9782154455385299,0,0.6598220354515459,0.4096163355663432,0.5562704297789414,0,0.4953869755124873,0.4860026526800394,0.4110993466936836,0,0.44713756445739,0.469833468190206,0.3232291606730365,0,0.5429040037358445,0.3192430928388469,0.04243314299795409,0,0.1167570733553808,794.5787545787546,743.0036630036631,844.9450549450549,834.4688644688645,1003.296703296703,0.511353,-0.037354,0.880554,1.749573,-4.478607,-3.850555,1,1,1,2,1,60.000000
2022-11-01 15:43:08.334,0.5575758095714117,0.8815802743895798,0,0.6598220354515459,0.4096163355663432,0.38710909298848,0,0.4953869755124873,0.4860026526800394,0.4416663160131644,0,0.44713756445739,0.469833468190206,0.5583246564639739,0,0.5429040037358445,0.3192430928388469,0.05263025202321361,0,0.1167570733553808,842.5274725274726,765.1648351648352,828.4249084249085,844.9450549450549,1027.069597069597,0.511719,-0.046570,0.871277,4.179535,-4.067383,-0.388794,1,2,1,2,2,60.000000
2022-11-01 15:43:09.341,0.8154352832320424,0.8815802743895798,0,0.832932308867096,0.2182725076089172,0.38710909298848,0,0.6452213147491106,0.3381724258659271,0.4416663160131644,0,0.4930949746909165,0.5446194116276574,0.5583246564639739,0,0.6626021947390746,0.3947770160131985,0.05263025202321361,0,0.3660554531297037,823.992673992674,819.96336996337,730.9157509157509,842.9304029304029,1144.322344322344,0.513977,-0.049377,0.872437,2.033691,-5.390778,-0.089722,1,1,1,2,1,55.000000
