TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2022-11-02 18:04:59.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-9E89
2022-11-02 18:05:00.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-02 18:05:00.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-02 18:05:00.321,0,0,0,0.5852898752408475,0,0,0,0.7670510357634535,0,0,0,0.8605368309746591,0,0,0,1.083274548492342,0,0,0,0.8244737475952421,773.6263736263736,1002.893772893773,668.0586080586081,682.1611721611722,854.6153846153846,0.441284,-0.116150,0.904968,3.828125,0.358887,5.787048,1,1,4,2,1,100.000000
2022-11-02 18:05:00.799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-02 18:05:01.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-02 18:05:01.323,0,0,0,0.5885931024111296,0,0,0,0.7732171237559919,0,0,0,0.7355968133559014,0,0,0,1.152791996713453,0,0,0,0.8882348593139865,934.7985347985348,599.9633699633699,553.6263736263736,839.3040293040293,899.7435897435897,0.740112,0.174133,0.658508,-4.575806,-17.293854,1.024323,1,4,4,2,4,100.000000
2022-11-02 18:05:01.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-02 18:05:02.324,0,0,0,0.5885931024111296,0,0,0,0.7732171237559919,0,0,0,0.7355968133559014,0,0,0,1.152791996713453,0,0,0,0.8882348593139865,878.3882783882784,969.8534798534798,910.2197802197802,882.014652014652,815.934065934066,0.809998,0.156555,0.596558,5.884247,-5.091705,-2.841187,1,1,4,2,1,100.000000
2022-11-02 18:05:03.318,0,0,0,1.307954829075343,0,0,0,1.082983485591218,0,0,0,1.673930471387101,0,0,0,1.371320833215321,0,0,0,0.9820738286146952,842.1245421245421,433.5531135531136,622.1245421245421,852.6007326007326,995.2380952380953,0.824036,0.169495,0.577148,0.897217,-8.104858,0.239258,1,1,4,2,1,100.000000
2022-11-02 18:05:04.324,1.345494201853509,0,0,1.323060432826692,1.09206935240122,0,0,0.9597802120792801,1.818372325713537,0,0,1.566881626813039,1.390213995439515,0,0,1.281171201532997,1.012876098216624,0,0,0.9805699185889621,794.5787545787546,155.1282051282051,576.996336996337,858.6446886446887,842.1245421245421,0.720825,0.304077,0.557678,8.321686,20.598602,-0.792542,1,1,4,2,1,100.000000
2022-11-02 18:05:04.649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-02 18:05:05.331,1.27901673161354,0,0,0.7604065507187526,0.9525194188257079,0,0,1.078100587774808,1.752267255586928,0,0,1.37216002886916,1.466998698154691,0,0,1.221059439230315,1.114416286021067,0,0,0.9346522206803953,870.3296703296703,785.7142857142858,772.4175824175825,862.6739926739926,731.3186813186813,0.802307,0.167480,0.568176,-1.682281,-8.987122,12.523651,1,1,4,2,1,100.000000
2022-11-02 18:05:05.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-02 18:05:06.326,1.335772981487551,0,0,0.7604065507187526,0.9924337806735394,0,0,1.078100587774808,1.752267255586928,0,0,1.37216002886916,1.52153361525459,0,0,1.221059439230315,1.11662758915299,0,0,0.9346522206803953,901.7582417582418,496.4102564102564,620.1098901098901,854.6153846153846,771.2087912087912,0.836304,0.175293,0.555298,2.826233,-4.381409,0.545807,1,1,4,2,1,100.000000
2022-11-02 18:05:06.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-02 18:05:07.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-02 18:05:07.317,1.335772981487551,0,0,0.7604065507187526,0.9924337806735394,0,0,1.078100587774808,1.752267255586928,0,0,1.37216002886916,1.52153361525459,0,0,1.221059439230315,1.11662758915299,0,0,0.9346522206803953,854.2124542124542,499.2307692307692,595.934065934066,840.1098901098901,935.6043956043957,0.832397,0.229553,0.544373,3.529053,-5.734711,2.444916,1,2,4,2,2,100.000000
2022-11-02 18:05:08.318,1.335772981487551,0,0,0.7604065507187526,0.9924337806735394,0,0,1.078100587774808,1.752267255586928,0,0,1.37216002886916,1.52153361525459,0,0,1.221059439230315,1.11662758915299,0,0,0.9346522206803953,941.2454212454213,877.985347985348,822.3809523809524,801.8315018315019,672.0879120879121,0.843445,0.190735,0.523926,3.962708,-0.538330,1.592560,1,2,4,2,2,100.000000
2022-11-02 18:05:08.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-02 18:05:09.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-02 18:05:09.318,1.335772981487551,0,0,0.7604065507187526,0.9924337806735394,0,0,1.078100587774808,1.752267255586928,0,0,1.37216002886916,1.52153361525459,0,0,1.221059439230315,1.11662758915299,0,0,0.9346522206803953,811.9047619047619,475.8608058608059,597.5457875457876,810.2930402930403,767.985347985348,0.860046,0.087891,0.526062,-1.413116,-13.286285,2.512207,1,2,4,2,2,100.000000
2022-11-02 18:05:10.318,1.335772981487551,0,0,0.7604065507187526,0.9924337806735394,0,0,1.078100587774808,1.752267255586928,0,0,1.37216002886916,1.52153361525459,0,0,1.221059439230315,1.11662758915299,0,0,0.9346522206803953,842.9304029304029,781.6849816849817,852.1978021978023,825.2014652014652,736.959706959707,0.847168,0.165222,0.525330,2.691650,-2.886047,-0.142059,1,2,4,2,2,100.000000
2022-11-02 18:05:10.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-02 18:05:11.318,1.335772981487551,0,0,0.7604065507187526,0.9924337806735394,0,0,1.078100587774808,1.752267255586928,0,0,1.37216002886916,1.52153361525459,0,0,1.221059439230315,1.11662758915299,0,0,0.9346522206803953,870.7326007326008,1127.399267399268,850.1831501831502,835.2747252747253,759.5238095238095,0.875244,0.190186,0.459290,2.377625,-6.631927,-4.837494,1,2,4,2,2,100.000000
2022-11-02 18:05:12.317,1.335772981487551,0,0,0.7604065507187526,0.9924337806735394,0,0,1.078100587774808,1.752267255586928,0,0,1.37216002886916,1.52153361525459,0,0,1.221059439230315,1.11662758915299,0,0,0.9346522206803953,901.7582417582418,454.9084249084249,616.080586080586,902.1611721611722,883.2234432234433,0.877808,0.231628,0.471497,5.248718,-6.512299,1.861725,1,2,4,2,2,100.000000
2022-11-02 18:05:13.322,1.335772981487551,0,0,0.7604065507187526,0.9924337806735394,0,0,1.078100587774808,1.752267255586928,0,0,1.37216002886916,1.52153361525459,0,0,1.221059439230315,1.11662758915299,0,0,0.9346522206803953,867.9120879120879,466.1904761904762,572.5641025641025,871.5384615384615,803.040293040293,0.886658,0.178772,0.477539,2.960815,-4.187012,-0.463562,1,2,4,2,2,100.000000
2022-11-02 18:05:14.320,1.335772981487551,0,0,1.00849483186725,0.9924337806735394,0,0,0.8340794659822828,1.752267255586928,0,0,1.408606030319513,1.52153361525459,0,0,1.236619448205376,1.11662758915299,0,0,0.7666684980283663,854.2124542124542,894.908424908425,852.6007326007326,818.3516483516484,730.1098901098901,0.880615,0.198059,0.464050,3.125305,-5.203857,0.276642,1,1,4,2,1,100.000000
2022-11-02 18:05:15.318,1.04511540729513,0,0,0.5993349210503738,0.7589005525572863,0,0,0.3790678238218334,1.498593223611639,0,0,1.479482131743009,1.27964341404,0,0,1.235147377652845,0.8034822458763433,0,0,0.6784639835197593,882.8205128205128,296.959706959707,567.3260073260074,896.5201465201466,794.1758241758242,0.892578,0.180664,0.452759,4.411316,-1.951447,-1.532745,1,1,2,2,1,100.000000
2022-11-02 18:05:15.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-02 18:05:16.321,1.137639510487947,0,0,0.8016094204278176,0.6924986332732478,0,0,0.1520365794796116,1.368454900983558,0,0,1.41072769341305,1.178629013796058,0,0,1.079244590716762,0.8098155078023571,0,0,0.74150389560218,864.6886446886447,552.8205128205128,590.6959706959707,821.5750915750916,910.6227106227107,0.897766,0.198120,0.465210,-0.493469,0.590668,-2.287903,1,1,4,2,1,100.000000
2022-11-02 18:05:16.650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
