TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2022-11-01 15:57:20.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-9E89
2022-11-01 15:57:20.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-01 15:57:21.102,1.948489629676529,0,0,1.842104038597478,1.432849511677802,0,0,1.239903550752028,1.394336839016498,0,0,1.206730853517369,1.029279058325444,0,0,1.028526255539045,0.7592067906876878,0,0,0.6883564322514523,862.6739926739926,741.7948717948718,882.4175824175825,826.007326007326,610.4395604395604,0.207031,0.070435,0.974854,3.588867,-7.820740,-4.486084,1,2,4,2,2,55.000000
2022-11-01 15:57:21.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-01 15:57:22.098,1.948489629676529,0,0,1.842104038597478,1.432849511677802,0,0,1.239903550752028,1.394336839016498,0,0,1.206730853517369,1.029279058325444,0,0,1.028526255539045,0.7592067906876878,0,0,0.6883564322514523,853.8095238095239,695.0549450549451,767.1794871794872,836.8864468864469,655.1648351648352,0.190247,0.061462,0.955261,-3.005676,-3.820648,21.682739,1,2,4,2,2,55.000000
2022-11-01 15:57:23.098,1.948489629676529,0,0,1.842104038597478,1.432849511677802,0,0,1.239903550752028,1.394336839016498,0,0,1.206730853517369,1.029279058325444,0,0,1.028526255539045,0.7592067906876878,0,0,0.6883564322514523,849.7802197802198,899.3406593406594,899.7435897435897,833.2600732600733,571.7582417582418,0.279602,0.081482,0.972168,1.099091,-3.551483,2.751465,1,2,4,2,2,55.000000
2022-11-01 15:57:24.101,0.9834459604799871,0,0,0.9414976862877478,0.9348296422217885,0,0,0.9171266300023364,0.8353981360525241,0,0,1.188781460682274,0.90319851944951,0,0,0.726971243596584,0.6255810036748768,0,0,0.4858931888545336,819.5604395604396,264.7252747252747,587.4725274725275,813.1135531135532,829.2307692307693,0.289246,0.053650,0.959595,0.306549,-3.745880,2.661743,1,1,4,2,1,55.000000
2022-11-01 15:57:24.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-01 15:57:25.098,1.026557059404682,0,0,0.8376358515225723,0.908160038318336,0,0,0.7419522541838218,0.8356529589748144,0,0,0.6362489984025005,0.731405363136033,0,0,0.767532600297295,0.553471931659251,0,0,0.4243038001831078,865.0915750915751,576.5934065934066,722.0512820512821,851.3919413919414,596.3369963369963,0.265381,0.092224,0.970093,0.844879,-2.257996,-12.448883,1,1,4,2,1,55.000000
2022-11-01 15:57:25.210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2022-11-01 15:57:26.098,1.026557059404682,0,0,0.9193061830157949,0.908160038318336,0,0,0.5889202562892045,0.8356529589748144,0,0,0.6033393323696176,0.731405363136033,0,0,0.8419483499710763,0.553471931659251,0,0,0.4248533947434235,819.96336996337,792.1611721611722,900.5494505494506,791.3553113553114,608.4249084249085,0.292786,0.035583,0.958435,1.772003,-6.116028,7.454376,1,1,4,2,1,55.000000
