,Unnamed: 0,TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements,Participant,Test,Gender,English,Dominance
0,0,2022-11-02 17:41:14.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-9E89,320,RHS,Male,No,Right
1,1,2022-11-02 17:41:15.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,320,RHS,Male,No,Right
2,2,2022-11-02 17:41:15.686,0.8550173856448292,0.3488520273979646,1.674056675341614,1.406504901513576,0.95279882852606,0.5345032251849333,1.022806064596514,0.9488940765354802,0.8730186368392536,0.2133212754359219,-0.0448318845716363,0.6930067685997912,1.070673854181268,0.2932727863281516,-0.765305568369628,0.9693826398085184,0.9653282437152468,-0.0592196590374388,-1.344214282183037,0.8415800875405441,795.3846153846154,769.5970695970697,551.2087912087912,823.992673992674,729.3040293040293,0.398071,-0.310242,0.878174,3.237457,-3.200073,0.044861,1.0,2.0,1.0,2.0,2.0,100.0,,320,RHS,Male,No,Right
3,3,2022-11-02 17:41:16.686,0.8550173856448292,0.4960186389921155,1.674056675341614,1.406504901513576,0.95279882852606,0.153579309573814,1.022806064596514,0.9488940765354802,0.8730186368392536,0.4383661850781852,-0.0448318845716363,0.6930067685997912,1.070673854181268,0.1552543704159724,-0.765305568369628,0.9693826398085184,0.9653282437152468,-0.254185590997394,-1.344214282183037,0.8415800875405441,815.1282051282052,767.5824175824176,603.992673992674,807.0695970695971,660.8058608058608,0.426086,-0.299683,0.88446,3.947754,-4.605713,-0.687866,1.0,2.0,1.0,2.0,2.0,100.0,,320,RHS,Male,No,Right
4,4,2022-11-02 17:41:17.686,0.6905665748344937,0.5154502626256443,1.674056675341614,1.406504901513576,0.4768415323076175,0.1564963799524109,1.022806064596514,0.9488940765354802,0.9035414905470918,0.4461694839712723,-0.0448318845716363,0.6930067685997912,0.7416697920731881,0.1842988070435637,-0.765305568369628,0.9693826398085184,0.4646863661479166,-0.2598972045683606,-1.344214282183037,0.8415800875405441,775.6410256410256,727.2893772893773,477.4725274725275,599.1575091575091,723.2600732600732,0.619263,-0.284912,0.801514,5.00946,-11.013336,-5.787048,1.0,1.0,1.0,2.0,1.0,100.0,,320,RHS,Male,No,Right
5,5,2022-11-02 17:41:18.687,1.432123242689338,0.5205145834957232,1.674056675341614,1.406504901513576,0.7952965699074155,0.1562625323211034,1.022806064596514,0.9488940765354802,1.138216944541512,0.0426907253007709,-0.0448318845716363,0.6930067685997912,0.8594871629319925,0.2500146314694207,-0.765305568369628,0.9693826398085184,0.703735812967556,-0.2234761128667855,-1.344214282183037,0.8415800875405441,823.992673992674,781.2820512820513,624.5421245421246,844.5421245421246,766.3736263736264,0.486511,-0.29187,0.853821,2.272949,-4.695435,-4.127197,1.0,1.0,1.0,2.0,1.0,100.0,,320,RHS,Male,No,Right
6,6,2022-11-02 17:41:19.687,1.432123242689338,0.5520420139861236,1.674056675341614,1.406504901513576,0.7952965699074155,0.3048454770468025,1.022806064596514,0.9488940765354802,1.138216944541512,0.3642010850858056,-0.0448318845716363,0.6930067685997912,0.8594871629319925,0.1327058147999021,-0.765305568369628,0.9693826398085184,0.703735812967556,-0.178110274112506,-1.344214282183037,0.8415800875405441,817.948717948718,780.0732600732601,550.0,815.1282051282052,651.5384615384615,0.482483,-0.279541,0.848511,2.519684,-4.104767,-4.299164,1.0,1.0,1.0,2.0,1.0,100.0,,320,RHS,Male,No,Right
7,7,2022-11-02 17:41:20.686,1.008229243403113,0.5069962089195635,1.674056675341614,1.037393910745372,1.011387425891362,0.1449697481820592,1.022806064596514,1.0389126555246,0.9002581543500824,0.1690624701994252,-0.0448318845716363,1.154659745925589,0.7093902341023138,0.1724800356796469,-0.765305568369628,1.205858001438527,0.2943146757035728,-0.1766571300228709,-1.344214282183037,0.7971865028474758,812.3076923076924,774.8351648351648,595.1282051282052,799.8168498168499,570.5494505494505,0.461121,-0.286743,0.859497,3.768311,-4.029999,-3.813171,1.0,1.0,1.0,2.0,1.0,100.0,,320,RHS,Male,No,Right
8,8,2022-11-02 17:41:21.691,0.5602779611377334,0.2403464150199764,1.674056675341614,1.098500952453188,0.7299935347446296,0.4163234484398088,1.022806064596514,0.9135141810947156,0.863812659849845,0.308697784703219,-0.0448318845716363,1.181700045115295,0.7641318485019636,0.2438937507031613,-0.765305568369628,1.058768999072086,0.2992478970782784,-0.40785877418574,-1.344214282183037,0.8393052890017961,804.6520146520147,776.8498168498169,596.7399267399268,827.6190476190476,700.6959706959707,0.456482,-0.254822,0.864075,-0.291595,-7.11792,-2.594452,1.0,1.0,1.0,2.0,1.0,100.0,,320,RHS,Male,No,Right
9,9,2022-11-02 17:41:22.693,0.9701191597272292,0.7574213681333976,1.674056675341614,1.274247031736815,0.8619124061243396,0.4440639659044187,1.022806064596514,0.8825228632410387,0.9935199033633704,0.3316115923763597,-0.0448318845716363,0.9601166556206852,0.7846428935398343,0.3030959934471753,-0.765305568369628,0.8680386022811791,0.2595951484901439,-0.6418905163695029,-1.344214282183037,0.9373808280772106,798.2051282051282,782.893772893773,496.007326007326,794.1758241758242,649.5238095238095,0.464417,-0.280518,0.847229,4.815063,-4.441223,1.278534,1.0,1.0,1.0,2.0,1.0,100.0,,320,RHS,Male,No,Right
