TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements,Participant,Test,Gender,English,Dominant
05:52.6,0,0.0439767,0.5112426,10.694.292,0,0.39256662,0.20693682,0.19041574,0,0.96509045,0.6332517,0.8802379,0,13.343.639,0.81699884,0.75618464,0,11.459.188,0.5131599,0.41971514,63.260.075,12.172.528,9.541.392,83.084.247,72.728.937,0.027893066,7.32E+04,101.275.634.765.625,3.416.900.634.765.620,-5.854.339.599.609.370,-0.897216797,1,4,1,1,1,85,,203,LHC,Female,No,Right
05:53.6,0,0.0439767,0.40222505,11.030.618,0,0.39256662,0.06611066,0.39648607,0,0.96509045,0.64654076,0.8998512,0,13.343.639,0.73286223,0.672581,0,11.459.188,0.53875357,0.31773484,8.328.571,10.431.868,8.602.564,8.171.429,69.989.014,0.024047852,-0.003234863,1.013.671.875,3.147.735.595.703.120,-5.166.473.388.671.870,-0.620574951,1,4,1,1,1,85,,203,LHC,Female,No,Right
05:54.7,0,0.0439767,0.1924185,0.9690572,0,0.39256662,-0.033343982,0.4334523,0,0.96509045,0.65172946,0.7656486,0,13.343.639,0.5377905,0.58778703,0,11.459.188,0.39885858,0.32023072,3.219.414,80.505.493,75.630.035,81.271.063,9.194.872,0.025695801,-0.007324219,101.373.291.015.625,2.519.683.837.890.620,-5.914.154.052.734.370,1.375.732.421.875,1,4,1,1,1,85,,203,LHC,Female,No,Right
05:55.7,0,0.0439767,0.47589093,0.43502742,0,0.39256662,-0.044630352,0.3400821,0,0.96509045,0.17117791,0.5999206,0,13.343.639,0.26399407,0.5071472,0,11.459.188,-0.3021688,0.09339239,0,75.347.986,69.747.253,8.171.429,76.798.535,0.028198242,-0.002319336,100.567.626.953.125,2.691.650.390.625,-348.419.189.453.125,-11.962.890.625,1,4,1,1,1,85,,203,LHC,Female,No,Right
05:56.7,0,0.0439767,0.50237846,0.5147652,0,0.39256662,0.05051798,0.5471924,0,0.96509045,0.17848018,0.5507468,0,13.343.639,0.37520456,0.49192813,0,11.459.188,-0.10696977,0.14418145,64.468.865,7.216.484,718.022,8.268.132,75.347.986,0.024169922,-0.011352539,101.513.671.875,31.402.587.890.625,-5.106.658.935.546.870,-0.269165039,1,4,1,1,1,85,,203,LHC,Female,No,Right
05:57.7,0,0.0439767,0.266588,0.77846926,0,0.39256662,0.03907624,0.13613933,0,0.96509045,0.30107713,0.27785283,0,13.343.639,0.24922656,0.3983061,0,11.459.188,-0.04951738,-0.08301227,0,69.344.324,7.345.421,7.595.238,6.938.461,0.031555176,-0.009338379,10.135.498.046.875,2.519.683.837.890.620,-4.344.024.658.203.120,-2.041.168.212.890.620,1,4,1,1,1,85,,203,LHC,Female,No,Right
05:57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,203,LHC,Female,No,Right
05:58.8,0,0.0439767,0.3698265,0.77846926,0,0.39256662,-0.5895926,0.13613933,0,0.96509045,-0.047242798,0.27785283,0,13.343.639,0.14959683,0.3983061,0,11.459.188,-0.16462496,-0.08301227,6.970.696,7.244.689,799.011,8.199.634,74.582.416,0.015563965,-0.011291504,101.483.154.296.875,1.742.095.947.265.620,-32.598.876.953.125,0.358886719,1,4,1,1,1,85,,203,LHC,Female,No,Right
05:59.8,0,0.0439767,0.3646134,0.88931894,0,0.39256662,-0.64793783,0.15455058,0,0.96509045,-0.098450474,0.5861954,0,13.343.639,0.1838006,0.93306065,0,11.459.188,-0.18273328,0.5271417,12.144.323,8.836.264,8.006.227,8.332.601,9.025.641,0.029846191,-0.01159668,10.093.994.140.625,3.282.318.115.234.370,-5.764.617.919.921.870,-112.152.099.609.375,1,4,1,1,1,85,,203,LHC,Female,No,Right
06:00.8,0,0.46146116,-0.43949872,0.80384547,0,0.5741825,-0.015514432,0.46719038,0,0.8206075,0.4416581,0.6803199,0,0.9202946,0.67284906,0.8562256,0,0.47735575,0.30006418,0.40048304,15.391.942,9.730.769,8.469.597,83.084.247,68.457.874,0.029724121,-0.008850098,10.113.525.390.625,30.206.298.828.125,-31.103.515.625,-0.284118652,1,4,1,1,1,85,,203,LHC,Female,No,Right
06:01.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,203,LHC,Female,No,Right
06:01.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,203,LHC,Female,No,Right
06:01.8,0,0.56480646,-0.23796402,0.35040843,0,0.39158702,-0.029090682,0.47195065,0,0.55508494,0.49187073,0.9162301,0,0.7801757,0.19671226,0.6210559,0,0.28924885,0.14799093,0.27116528,44.322.343,9.871.795,8.638.828,8.026.374,8.574.359,0.024047852,-0.016052246,101.995.849.609.375,3.581.390.380.859.370,-3.880.462.646.484.370,-0.149536133,1,4,1,1,1,85,,203,LHC,Female,No,Right
06:02.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,203,LHC,Female,No,Right
06:02.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,203,LHC,Female,No,Right
06:02.8,0,0.52169794,0.37146294,0.54801655,0,0.31058994,0.27686766,0.7793128,0,-0.052876025,0.6199125,10.109.502,0,0.6795132,0.17554611,0.7243327,0,0.24120161,-0.11624125,0.21848445,7.345.421,87.919.415,8.054.579,79.699.634,7.055.311,0.039245605,-0.024047852,101.275.634.765.625,1.727.142.333.984.370,-7.559.051.513.671.870,-0.179443359,1,4,1,1,1,85,,203,LHC,Female,No,Right
06:03.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,203,LHC,Female,No,Right
06:03.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,203,LHC,Female,No,Right
06:03.9,0,0.52169794,0.8312236,0.8735698,0,0.31058994,0.5398371,0.85500824,0,-0.052876025,0.4306267,0.84115106,0,0.6795132,0.37887207,0.68893975,0,0.24120161,0.108316876,0.20665209,14.424.908,7.143.956,76.435.895,79.699.634,75.750.916,0.057495117,-0.011657715,101.971.435.546.875,249.725.341.796.875,-222.808.837.890.625,-0.613098145,1,4,1,1,1,85,,203,LHC,Female,No,Right
06:03.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,203,LHC,Female,No,Right
06:04.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,203,LHC,Female,No,Right
06:04.9,0,0.52169794,0.91938305,0.8735698,0,0.31058994,0.45138022,0.85500824,0,-0.052876025,0.61657363,0.84115106,0,0.6795132,0.76663274,0.68893975,0,0.24120161,0.65320426,0.20665209,0,7.103.663,7.276.923,77.725.275,68.860.803,0.045593262,-0.021728516,101.507.568.359.375,3.297.271.728.515.620,-557.769.775.390.625,1.435.546.875,1,4,1,1,1,85,,203,LHC,Female,No,Right
06:05.9,0,0.37550235,0.06010103,0.6575633,0,0.07822317,0.06926764,0.66438025,0,0.31775895,0.34602067,0.89403546,0,0.48041287,0.27999282,0.66612715,0,0.20539616,-0.008725522,0.29011348,0,7.216.484,73.534.796,79.578.754,6.104.396,0.050842285,-0.01361084,101.544.189.453.125,3.342.132.568.359.370,-4.164.581.298.828.120,-0.209350586,1,4,1,1,1,85,,203,LHC,Female,No,Right
06:06.9,0,0.5029482,0.015627258,0.4206021,0,0.31527352,0.005270328,0.6093039,0,0.5622596,0.26891547,0.9694822,0,0.36481127,0.2013373,0.6451457,0,0.10118017,-0.25439873,0.31749156,16.117.216,74.663.007,75.468.866,78.007.324,7.111.722,0.038391113,-0.02142334,101.416.015.625,3.566.436.767.578.120,-43.365.478.515.625,-0.598144531,1,4,1,1,1,85,,203,LHC,Female,No,Right
06:08.0,0,0.5704079,0.41194606,0.57424355,0,0.4786147,-0.1370062,0.5099256,0,0.51738757,0.2808083,10.515.652,0,0.36543682,-0.032073177,0.82987577,0,0.037816506,-0.084936485,0.4291833,821.978,75.871.796,7.663.736,828.022,65.959.705,0.017822266,-0.020507813,1.013.427.734.375,0.672912598,-22.430.419.921.875,-2.160.797.119.140.620,1,4,1,1,1,85,,203,LHC,Female,No,Right
06:08.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,203,LHC,Female,No,Right
06:08.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,203,LHC,Female,No,Right
06:09.0,0,0.5704079,0.7303473,0.687852,0,0.4786147,-0.17583144,0.5096758,0,0.51738757,0.16332288,0.98298174,0,0.36543682,0.07004318,0.8340218,0,0.037816506,0.1978366,0.440699,48.754.578,77.443.225,7.647.619,8.179.487,7.659.707,0.041625977,-0.032287598,1.015.869.140.625,4.029.998.779.296.870,-44.561.767.578.125,-2.056.121.826.171.870,1,2,1,1,1,85,,203,LHC,Female,No,Right
06:10.0,0,0.5704079,0.7303473,0.71747804,0,0.4786147,-0.17583144,0.4715437,0,0.51738757,0.16332288,0.47799796,0,0.36543682,0.07004318,0.6470574,0,0.037816506,0.1978366,0.47691315,1.656.044,88.725.275,78.531.134,8.203.663,7.659.707,0.036132813,-0.033203125,10.135.498.046.875,3.147.735.595.703.120,-4.179.534.912.109.370,109.161.376.953.125,1,4,1,1,1,85,,203,LHC,Female,No,Right
