TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements,Partcipant,Test,Gender,English,Dominance
16:13.9,0.4191773,1.49477,0,0.48645127,0.6541428,1.2200973,0,0.5221977,0.7236285,0.46499658,0,0.9311152,0.9924368,0.028877808,0,0.99739826,0.8591385,0.00867746,0,0.903842,867.1062,1046.4103,630.18317,875.9707,839.707,0.602172852,0.215270996,0.779296875,5.637512207,-7.387084961,-42.73742676,1,1,4,4,1,50,,140,RHC,M,Yes,Left
16:14.9,0.912072,1.49477,0,0.94434255,0.92522913,1.2200973,0,0.75097454,0.83197737,0.46499658,0,0.96967804,1.0694562,0.028877808,0,1.0604391,1.0841084,0.00867746,0,0.88637656,795.78754,1524.6886,1488.022,818.3516,769.19415,0.608276367,0.055297852,0.76550293,-6.691741943,-6.803894043,22.86407471,1,1,4,4,1,50,,141,RHC,M,Yes,Left
16:15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,142,RHC,M,Yes,Left
16:15.9,1.0911856,1.49477,0,1.1664847,0.96842253,1.2200973,0,0.84608495,0.82723135,0.46499658,0,0.9038215,1.2490025,0.028877808,0,1.104979,1.075381,0.00867746,0,0.7724487,874.35895,0.4029304,1043.5897,846.1539,736.1539,0.668212891,0.052612305,0.761352539,2.75894165,-6.407623291,-0.770111084,1,1,4,4,1,50,,143,RHC,M,Yes,Left
16:16.9,0.21328887,1.49477,0,-0.040753003,0.46714136,1.2200973,0,-0.085479505,0.5857364,0.46499658,0,0.4871506,0.85872996,0.028877808,0,1.0651942,0.8241648,0.00867746,0,0.8224287,865.09155,1346.1904,724.0659,854.61536,726.4835,0.680664063,0.057373047,0.752563477,2.295379639,-3.910369873,0.276641846,1,1,4,4,1,50,,144,RHC,M,Yes,Left
16:17.9,0.22946295,1.49477,0,-0.009290985,0.3919502,1.2200973,0,0.006125456,0.76765645,0.46499658,0,0.4943953,0.8758306,0.028877808,0,0.9576073,0.88099086,0.00867746,0,0.8073387,876.77655,1457.8022,882.8205,848.1685,709.5604,0.688110352,0.045593262,0.749267578,3.499145508,-4.336547852,-1.293487549,1,1,4,4,1,50,,145,RHC,M,Yes,Left
16:18.9,0.24952355,1.49477,0,0.22311571,0.02823279,1.2200973,0,0.20793982,0.69613063,0.46499658,0,0.808703,0.93315715,0.028877808,0,1.0037988,0.81417924,0.00867746,0,0.780377,853.00366,10.476191,917.47253,830.84247,643.8828,0.704345703,0.044006348,0.735961914,2.818756104,-6.175842285,0.074768066,1,1,4,4,1,50,,146,RHC,M,Yes,Left
16:20.0,0.054993115,1.49477,0,0.41844976,-0.05913412,1.2200973,0,0.12550892,0.47315368,0.46499658,0,0.82844263,0.9877631,0.028877808,0,1.0752352,0.8783339,0.00867746,0,0.88933885,823.5897,1378.022,963.4066,855.0183,762.74725,0.68536377,0.049926758,0.740783691,2.452392578,-4.044952393,0.06729126,1,1,4,4,1,50,,147,RHC,M,Yes,Left
16:21.0,0.05919423,1.49477,0,0.112407126,-0.08727325,1.2200973,0,-0.019683758,0.5957917,0.46499658,0,0.66639477,0.99676806,0.028877808,0,1.0124421,0.92788523,0.00867746,0,0.9999936,846.1539,1245.8608,891.28204,853.4066,763.5531,0.701293945,0.053161621,0.742736816,2.616882324,-4.859924316,-1.00189209,1,1,4,4,1,50,,148,RHC,M,Yes,Left
16:22.0,0.0378871,1.49477,0,-0.04266745,-0.038867205,1.2200973,0,0.07399877,0.5790277,0.46499658,0,0.55398375,1.0036011,0.028877808,0,1.0118442,0.6640979,0.00867746,0,0.95560575,844.5421,1528.3151,1006.1172,837.6923,725.2747,0.715515137,0.04473877,0.725463867,3.813171387,-5.450592041,0.224304199,1,1,4,4,1,50,,149,RHC,M,Yes,Left
