TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements,Partcipant,Test,Gender,English,Dominance
55:16.9,0.15609688,0,0,0.2653805,-0.040655382,0,0,0.18189959,0.60136783,0,0,0.5180729,0.8105955,0,0,0.98716825,0.7871703,0,0,0.73107034,780.07324,678.1319,676.1172,813.5165,871.13556,0.547546387,0.128112793,0.850585938,2.766418457,-4.239349365,0.314025879,1,1,4,2,1,75,,124,LHC,Female,Yes,Right
55:17.9,-0.019942958,0,0,0.5552483,0.22341876,0,0,0.3217921,0.6671195,0,0,0.73727304,0.81523544,0,0,1.0228131,0.8014098,0,0,0.63705766,911.02563,729.707,666.4469,918.2784,751.06226,0.540893555,0.130981445,0.85168457,3.147735596,-4.187011719,0.605621338,1,1,4,2,1,75,,124,LHC,Female,Yes,Right
55:18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,124,LHC,Female,Yes,Right
55:18.9,0.15978836,0,0,0.8997138,0.33332714,0,0,0.4764344,0.56346047,0,0,0.71002346,0.8350503,0,0,0.791799,0.889594,0,0,0.42398927,913.8461,1160.8425,817.9487,862.674,715.6044,0.54284668,0.125793457,0.84942627,1.966400146,-5.054321289,-0.568237305,1,1,4,2,1,75,,124,LHC,Female,Yes,Right
55:19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,124,LHC,Female,Yes,Right
55:19.9,0.15978836,0,0,0.8997138,0.33332714,0,0,0.4764344,0.56346047,0,0,0.71002346,0.8350503,0,0,0.791799,0.889594,0,0,0.42398927,775.2381,782.49084,738.97437,777.6557,832.4542,0.542907715,0.126464844,0.853088379,4.164581299,-5.061798096,1.734619141,1,1,4,2,1,75,,124,LHC,Female,Yes,Right
55:20.9,0.15978836,0,0,0.8997138,0.33332714,0,0,0.4764344,0.56346047,0,0,0.71002346,0.8350503,0,0,0.791799,0.889594,0,0,0.42398927,820.7692,692.23444,638.6447,823.5897,749.45056,0.521789551,0.13067627,0.847717285,5.458068848,-2.400054932,4.710388184,1,2,2,1,2,75,,124,LHC,Female,Yes,Right
55:22.0,-0.03689338,0,0,0.54135954,0.19987608,0,0,0.6073263,0.40368253,0,0,0.8338626,0.86447144,0,0,0.95356363,0.96498865,0,0,0.7737061,836.4835,675.7143,594.3223,807.8755,677.326,0.557495117,0.131713867,0.845275879,3.76083374,-4.119720459,0.02243042,1,1,4,2,1,75,,124,LHC,Female,Yes,Right
55:23.0,0.42378005,0,0,0.41894326,0.27652743,0,0,0.2555403,0.4030673,0,0,0.7815093,0.74903107,0,0,0.94332343,0.8273945,0,0,0.70965326,803.0403,783.2967,686.99634,809.4872,700.696,0.548950195,0.126647949,0.846618652,1.98135376,-4.172058105,0.478515625,1,1,4,2,1,75,,124,LHC,Female,Yes,Right
55:24.0,0.4097438,0,0,0.2846748,0.16552836,0,0,0.09195261,0.23597689,0,0,0.7324665,0.7536202,0,0,0.98562706,0.6638844,0,0,0.75742847,880.80585,1008.93774,717.619,898.5348,721.6484,0.54486084,0.134765625,0.84777832,2.811279297,-4.037475586,-0.859832764,1,1,4,2,1,75,,124,LHC,Female,Yes,Right
