,Unnamed: 0,TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements,Participant,Test,Gender,English,Dominance
0,0,2022-11-02 17:42:20.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-9E89,320,LHS,Male,No,Right
1,1,2022-11-02 17:42:21.470,0.8293507727359415,0.9159673708675588,1.674056675341614,0.851480836339124,-0.1058025915594727,0.2349229820691482,1.022806064596514,0.2687532082747537,0.4063283298680987,0.2498166236627671,-0.0448318845716363,0.5188039669380006,0.8321301450534436,0.0782699290456656,-0.765305568369628,1.174232262429212,0.5692041130333156,-0.1572780265034434,-1.344214282183037,0.8630836977685998,811.9047619047619,739.3772893772893,499.6336996336996,776.8498168498169,886.0439560439561,0.728516,0.235535,0.685486,1.786957,-9.503021,-1.278534,1.0,2.0,1.0,2.0,2.0,100.0,,320,LHS,Male,No,Right
2,2,2022-11-02 17:42:22.463,1.11546629873141,0.9159673708675588,1.674056675341614,0.851480836339124,1.113454685134269,0.2349229820691482,1.022806064596514,0.2687532082747537,1.371642168747179,0.2498166236627671,-0.0448318845716363,0.5188039669380006,1.194380264018806,0.0782699290456656,-0.765305568369628,1.174232262429212,0.9482696874399124,-0.1572780265034434,-1.344214282183037,0.8630836977685998,815.1282051282052,683.7728937728938,756.7032967032967,819.96336996337,709.5604395604396,0.736633,0.2099,0.637207,3.37204,-5.8992,-2.527161,1.0,1.0,1.0,2.0,1.0,100.0,,320,LHS,Male,No,Right
3,3,2022-11-02 17:42:23.463,1.185829351808767,0.9159673708675588,1.674056675341614,0.851480836339124,1.175553773129286,0.2349229820691482,1.022806064596514,0.2687532082747537,1.385319871642685,0.2498166236627671,-0.0448318845716363,0.5188039669380006,1.162036775081511,0.0782699290456656,-0.765305568369628,1.174232262429212,0.9628118690307418,-0.1572780265034434,-1.344214282183037,0.8630836977685998,789.7435897435897,778.4615384615385,684.981684981685,827.6190476190476,743.0036630036631,0.736816,0.209595,0.651245,2.624359,-2.302856,1.046753,1.0,1.0,1.0,2.0,1.0,100.0,,320,LHS,Male,No,Right
4,4,2022-11-02 17:42:24.466,0.8952392222666128,0.4254402346175657,1.674056675341614,0.851480836339124,0.4099980483344447,-0.2309220119183353,1.022806064596514,0.2687532082747537,1.161264823511357,0.2215385654579547,-0.0448318845716363,0.5188039669380006,1.14640145435922,-0.0081551242900412,-0.765305568369628,1.174232262429212,0.8584234410739643,-0.4269949360009251,-1.344214282183037,0.8630836977685998,825.6043956043957,777.2527472527473,742.6007326007326,810.6959706959707,854.6153846153846,0.748779,0.196594,0.639832,2.586975,-4.942169,0.672913,1.0,1.0,1.0,2.0,1.0,100.0,,320,LHS,Male,No,Right
5,5,2022-11-02 17:42:25.463,0.3972282595588459,0.3621994422595224,1.674056675341614,0.0050870141650885,0.1782500546505766,-0.0708712153747671,1.022806064596514,0.1082692827396743,1.083583692095947,0.1642929334240919,-0.0448318845716363,0.7154733655978598,0.984793811481253,0.0690919903086472,-0.765305568369628,0.6919489012211307,0.7533783201475902,-0.3904139492544417,-1.344214282183037,0.3472328328852739,817.1428571428571,783.2967032967033,869.5238095238095,794.5787545787546,622.9304029304029,0.772461,0.206665,0.624573,3.446808,-5.764618,-2.183228,1.0,1.0,1.0,2.0,1.0,100.0,,320,LHS,Male,No,Right
6,6,2022-11-02 17:42:26.472,0.2682628096197181,0.7273429118069931,1.674056675341614,0.2346256425964806,0.0559973857330508,0.4528320294676517,1.022806064596514,-0.0196821873152934,0.9771970054308372,0.499010073228714,-0.0448318845716363,0.7799391001280237,0.9234422914211808,0.2251711873904121,-0.765305568369628,0.6527056369851904,0.6736589358767765,-0.3769025371039991,-1.344214282183037,0.3962474275664012,823.992673992674,768.3882783882784,672.0879120879121,789.3406593406594,640.6593406593407,0.760986,0.217896,0.626892,3.37204,-4.09729,-0.269165,1.0,1.0,1.0,2.0,1.0,100.0,,320,LHS,Male,No,Right
7,7,2022-11-02 17:42:27.463,0.4688599006716305,0.8397726422042312,1.674056675341614,0.4117514155517352,0.0157979360269565,0.4304566672990096,1.022806064596514,-0.103926977759836,1.124819993932637,0.4981496154170048,-0.0448318845716363,0.4511407706109147,1.022983646677859,0.1247561361085292,-0.765305568369628,0.4601699304512696,0.9148510875384204,-0.4738434638496032,-1.344214282183037,0.4028588192273326,788.5347985347986,767.1794871794872,638.6446886446887,799.0109890109891,745.4212454212454,0.774475,0.210876,0.625061,1.674805,-2.811279,-3.200073,1.0,1.0,1.0,2.0,1.0,100.0,,320,LHS,Male,No,Right
8,8,2022-11-02 17:42:28.463,0.5027859118464738,0.6595867473567054,1.674056675341614,0.7740623861297231,0.1434648208439526,-0.118344542816571,1.022806064596514,0.4430115847001805,1.123918031002512,0.0918675288235822,-0.0448318845716363,0.7727205577411987,1.103848138303644,0.2163955746502138,-0.765305568369628,0.5188062587243076,0.9050039333311062,-0.3538589726673011,-1.344214282183037,0.4575334522072377,770.4029304029305,803.040293040293,849.7802197802198,751.8681318681319,701.0989010989011,0.755798,0.154236,0.642334,4.598236,-2.145844,-6.474915,1.0,1.0,1.0,2.0,1.0,100.0,,320,LHS,Male,No,Right
9,9,2022-11-02 17:42:29.463,0.6031271378624751,0.8148465388603937,1.674056675341614,1.079792522298798,0.195980228521776,0.40455520811767,1.022806064596514,0.7179190595150037,0.8595158345096742,0.1360368328296438,-0.0448318845716363,0.7163413320668676,1.181026853400637,0.2774917042454921,-0.765305568369628,0.7150423040011439,0.7977400612829819,-0.2796732458804818,-1.344214282183037,0.5839047345763032,792.5641025641025,785.7142857142858,779.6703296703297,813.5164835164835,803.8461538461539,0.773621,0.189636,0.634216,3.820648,-3.461761,-1.256104,1.0,1.0,1.0,2.0,1.0,100.0,,320,LHS,Male,No,Right
10,10,2022-11-02 17:42:30.463,0.651485320913316,0.5032414551325417,1.674056675341614,-0.3385220204036846,0.5194557569557774,0.2971526954778725,1.022806064596514,0.0018627544577577,0.6360927066865781,0.1536181531269757,-0.0448318845716363,0.7032805731538891,0.6872416238306818,0.0479689630565924,-0.765305568369628,0.3568606185135135,0.7577931121309733,-0.3069279248679749,-1.344214282183037,0.2892602030228418,789.3406593406594,780.8791208791209,625.3479853479854,796.5934065934066,746.2271062271062,0.775269,0.171509,0.651306,1.786957,-5.951538,-1.981354,1.0,1.0,1.0,2.0,1.0,100.0,,320,LHS,Male,No,Right
11,11,2022-11-02 17:42:31.463,0.5858042058625691,0.3066091005596803,1.674056675341614,0.2878242332679385,0.4007986799219919,-0.2156840056356569,1.022806064596514,0.1781864243051747,0.786504663972966,0.1074791013230818,-0.0448318845716363,0.7796648712845785,0.8308008227360588,0.0760456495907369,-0.765305568369628,0.5473779535930219,0.8035519814076612,-0.314010256467918,-1.344214282183037,0.2368913294924571,810.6959706959707,802.6373626373627,724.0659340659341,801.4285714285714,618.0952380952381,0.771057,0.201416,0.630798,2.66922,-5.570221,-0.134583,1.0,1.0,1.0,2.0,1.0,100.0,,320,LHS,Male,No,Right
12,12,2022-11-02 17:42:32.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,320,LHS,Male,No,Right
13,13,2022-11-02 17:42:32.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,320,LHS,Male,No,Right
14,14,2022-11-02 17:42:32.463,0.4872884224531359,0.3468375480906446,1.674056675341614,0.6217884021385675,0.6034299663273957,-0.257818293281844,1.022806064596514,0.1865270496070455,1.071064975814328,0.0207262209592465,-0.0448318845716363,0.4530600002823534,0.9080291622949088,0.1974124361334791,-0.765305568369628,0.5811785683915852,0.7941728784974761,-0.3486031247928479,-1.344214282183037,0.2540508229898782,761.941391941392,890.0732600732601,1002.087912087912,762.7472527472528,901.7582417582418,0.767029,0.184875,0.639709,10.826416,9.712372,-9.443207,1.0,1.0,1.0,2.0,1.0,100.0,,320,LHS,Male,No,Right
15,15,2022-11-02 17:42:33.466,0.9034408391338165,0.1836644344957695,1.674056675341614,0.7652683099449832,1.011840134029682,-0.1194228820333949,1.022806064596514,0.1466261772475787,1.126272955651191,-0.0839311935948954,-0.0448318845716363,0.3783416110978764,1.084892919560873,0.2349884483891008,-0.765305568369628,0.3877742230091793,0.755648860319402,-0.3039180687426947,-1.344214282183037,0.1468599223446063,855.4212454212454,745.4212454212454,610.0366300366301,824.7985347985348,656.7765567765568,0.730042,0.067261,0.734009,11.035767,11.372223,-15.611572,1.0,1.0,1.0,2.0,1.0,100.0,,320,LHS,Male,No,Right
16,16,2022-11-02 17:42:34.465,1.040683009328994,0.1836644344957695,1.674056675341614,0.7652683099449832,1.156377618205445,-0.1194228820333949,1.022806064596514,0.1466261772475787,1.126272955651191,-0.0839311935948954,-0.0448318845716363,0.3783416110978764,1.181299578302897,0.2349884483891008,-0.765305568369628,0.3877742230091793,0.8199741868171129,-0.3039180687426947,-1.344214282183037,0.1468599223446063,796.996336996337,782.893772893773,932.7838827838827,763.956043956044,669.2673992673992,0.669739,0.36438,0.702698,2.512207,-6.908569,2.459869,1.0,1.0,1.0,2.0,1.0,100.0,,320,LHS,Male,No,Right
