TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements,Participant,Test,Gender,English,Dominant
55:09.4,0.4367989,10.708.792,14.644.856,10.862.408,0.36932954,0.40177435,0.19563234,10.506.294,0.42440912,0.37251908,0.28848773,0.6536454,0.5098165,0.09290721,0.002344096,0.66931736,0.5041103,-0.029244237,-0.4137034,-0.018839922,67.772.894,8.300.366,8.433.333,0,8.014.286,0.033874512,0.06036377,102.740.478.515.625,405.242.919.921.875,-554.779.052.734.375,0.029907227,1,2,1,1,2,85,,201,LHS,Female,No,Right
55:09.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,201,LHS,Female,No,Right
55:09.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,201,LHS,Female,No,Right
55:09.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,201,LHS,Female,No,Right
55:10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,201,LHS,Female,No,Right
55:10.4,0.4367989,0.77458745,0.80449694,10.862.408,0.36932954,-0.07588282,0.2504184,10.506.294,0.42440912,-0.21068339,-0.04650133,0.6536454,0.5098165,0.019892825,-0.20568313,0.66931736,0.5041103,-0.286134,-0.36436078,-0.018839922,8.868.498,8.231.868,8.183.516,13.522.344,98.435.895,-0.001403809,0.049377441,1.014.404.296.875,1.936.492.919.921.870,-1.502.838.134.765.620,118.133.544.921.875,1,2,1,1,4,85,,201,LHS,Female,No,Right
55:10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,201,LHS,Female,No,Right
55:11.5,0.4367989,0.5661471,0.23744187,10.862.408,0.36932954,-0.17871507,0.13960727,10.506.294,0.42440912,0.18277176,0.4206787,0.6536454,0.5098165,0.04957053,-0.21064079,0.66931736,0.5041103,-0.2093526,-0.28467163,-0.018839922,84.534.796,80.868.134,80.868.134,0,7.361.539,0.006774902,0.050109863,100.750.732.421.875,2.691.650.390.625,-4.179.534.912.109.370,-0.04486084,1,2,1,1,4,85,,201,LHS,Female,No,Right
55:11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,201,LHS,Female,No,Right
55:11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,201,LHS,Female,No,Right
55:11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench,201,LHS,Female,No,Right
55:12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,201,LHS,Female,No,Right
55:12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink,201,LHS,Female,No,Right
55:12.5,0.4367989,0.55371624,0.3668542,10.862.408,0.36932954,-0.03256173,-0.04754587,10.506.294,0.42440912,0.27852353,0.3927895,0.6536454,0.5098165,0.076658025,-0.21251866,0.66931736,0.5041103,-0.39214396,-0.31443337,-0.018839922,11.161.172,8.135.165,7.845.055,1.644.762,8.320.513,-0.00177002,0.05090332,0.99810791,312.530.517.578.125,-716.278.076.171.875,17.645.263.671.875,1,2,1,1,4,85,,201,LHS,Female,No,Right
